Accident_Index,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Local_Authority_(District),Local_Authority_(Highway),1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location
2005930000009,340680,730650,-2.964301,56.464293,Tayside,Slight,2,1,06/12/2005,Tuesday,11:30,Dundee City,Dundee City,C,241,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2005930000036,340620,730290,-2.965192,56.461052,Tayside,Slight,1,1,01/12/2005,Thursday,14:30,Dundee City,Dundee City,A,923,Dual carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2005930000065,339750,731850,-2.979669,56.474954,Tayside,Serious,2,1,09/12/2005,Friday,08:00,Dundee City,Dundee City,B,960,Roundabout,30,Roundabout,Give way or uncontrolled,B,960,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Raining no high winds,Wet or damp,None,None,Urban,Yes,
2005930000126,336990,729860,-3.023985,56.456717,Tayside,Serious,1,1,14/12/2005,Wednesday,15:35,Dundee City,Dundee City,C,235,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2005930000129,338780,730700,-2.995143,56.464499,Tayside,Slight,2,1,14/12/2005,Wednesday,17:45,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,Crossroads,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Wet or damp,None,None,Urban,Yes,
2005930000132,339440,730050,-2.984282,56.458745,Tayside,Slight,1,1,14/12/2005,Wednesday,09:10,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,Zebra,Daylight,Fine no high winds,Wet or damp,Mud,None,Urban,Yes,
2005930000143,342780,734100,-2.930983,56.495544,Tayside,Serious,2,1,15/12/2005,Thursday,18:15,Dundee City,Dundee City,C,239,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Frost or ice,None,None,Rural,Yes,
2005930000174,340200,731510,-2.972287,56.471958,Tayside,Serious,1,1,16/12/2005,Friday,15:25,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2005930000188,339670,732790,-2.981185,56.483388,Tayside,Slight,1,1,18/12/2005,Sunday,17:20,Dundee City,Dundee City,A,90,Dual carriageway,50,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Raining no high winds,Wet or damp,None,None,Urban,Yes,
2005930000209,342250,731470,-2.939007,56.471854,Tayside,Slight,2,1,19/12/2005,Monday,16:30,Dundee City,Dundee City,C,219,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,
2005930000210,339400,732460,-2.985492,56.480389,Tayside,Slight,1,1,19/12/2005,Monday,15:30,Dundee City,Dundee City,B,960,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Wet or damp,None,None,Urban,Yes,
2005930000224,338860,731820,-2.994108,56.47457,Tayside,Serious,2,1,20/12/2005,Tuesday,09:25,Dundee City,Dundee City,C,201,Roundabout,30,Roundabout,Give way or uncontrolled,C,222,None within 50 metres ,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Daylight,Fine no high winds,Wet or damp,None,None,Urban,Yes,
2005930000227,337730,731670,-3.012412,56.473074,Tayside,Fatal,1,1,20/12/2005,Tuesday,09:45,Dundee City,Dundee City,A,923,Dual carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,Central refuge,Daylight,Fine no high winds,Wet or damp,None,None,Urban,Yes,
2005930000281,341360,732440,-2.95367,56.480458,Tayside,Slight,3,1,24/12/2005,Saturday,17:20,Dundee City,Dundee City,A,90,Roundabout,50,Roundabout,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,
2005930000282,339600,730620,-2.981818,56.463886,Tayside,Slight,2,2,24/12/2005,Saturday,14:40,Dundee City,Dundee City,A,923,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Wet or damp,None,None,Urban,Yes,
2005930000322,342720,733790,-2.931889,56.492752,Tayside,Slight,2,2,25/12/2005,Sunday,15:05,Dundee City,Dundee City,C,211,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2005930000327,343180,731690,-2.923961,56.473944,Tayside,Slight,2,1,25/12/2005,Sunday,19:35,Dundee City,Dundee City,A,92,Roundabout,40,Roundabout,Give way or uncontrolled,A,90,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Frost or ice,None,None,Urban,Yes,
2005930000371,342820,731950,-2.929861,56.476236,Tayside,Slight,1,1,31/12/2005,Saturday,12:00,Dundee City,Dundee City,A,972,Unknown,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Raining no high winds,Wet or damp,None,None,Urban,Yes,
2005930000388,338390,730660,-3.001462,56.464089,Tayside,Slight,2,1,30/12/2005,Friday,15:00,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,No,
2005930000394,339500,730500,-2.983413,56.462795,Tayside,Serious,2,1,07/01/2005,Friday,19:15,Dundee City,Dundee City,C,253,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,1,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Wet or damp,None,None,Urban,Yes,
2005930000422,342160,731060,-2.940376,56.46816,Tayside,Slight,2,1,10/01/2005,Monday,08:20,Dundee City,Dundee City,Unclassified,0,Dual carriageway,30,T or staggered junction,Give way or uncontrolled,A,930,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine + high winds,Dry,None,None,Urban,Yes,
2005930000426,341410,732440,-2.952858,56.480464,Tayside,Slight,2,1,10/01/2005,Monday,11:45,Dundee City,Dundee City,A,90,Roundabout,40,Roundabout,Give way or uncontrolled,A,90,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,No,
2005930000437,342000,733620,-2.943543,56.491137,Tayside,Serious,1,1,12/01/2005,Wednesday,18:15,Dundee City,Dundee City,C,248,Single carriageway,30,Crossroads,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,
2005930000440,344030,731060,-2.910029,56.468386,Tayside,Serious,2,1,13/01/2005,Thursday,18:05,Dundee City,Dundee City,A,930,Single carriageway,40,T or staggered junction,Give way or uncontrolled,Unclassified,1,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,
2005930000452,339000,730500,-2.991526,56.462731,Tayside,Slight,2,1,12/01/2005,Wednesday,18:30,Dundee City,Dundee City,Unclassified,0,Roundabout,30,Roundabout,Give way or uncontrolled,Unclassified,1,Control by other authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Darkness - lights lit,Fine no high winds,Wet or damp,None,None,Urban,Yes,
2005930000474,341850,732160,-2.945653,56.478003,Tayside,Slight,2,2,15/01/2005,Saturday,20:20,Dundee City,Dundee City,C,211,Single carriageway,30,T or staggered junction,Give way or uncontrolled,C,244,None within 50 metres ,Central refuge,Darkness - lights lit,Fine no high winds,Wet or damp,None,None,Urban,Yes,
2005930000490,340750,730360,-2.963099,56.461697,Tayside,Slight,2,1,23/12/2005,Friday,18:45,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Wet or damp,None,None,Urban,Yes,
2005930000505,343790,733670,-2.914488,56.491803,Tayside,Slight,2,1,18/01/2005,Tuesday,13:30,Dundee City,Dundee City,C,239,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Snowing no high winds,Frost or ice,None,None,Rural,Yes,
2005930000506,338990,733200,-2.992321,56.486983,Tayside,Slight,2,2,21/01/2005,Friday,17:40,Dundee City,Dundee City,B,960,Single carriageway,30,T or staggered junction,Give way or uncontrolled,C,250,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Wet or damp,None,None,Urban,Yes,
2005930000514,345130,733280,-2.892646,56.488458,Tayside,Slight,1,1,24/01/2005,Monday,20:30,Dundee City,Dundee City,B,978,Dual carriageway,40,T or staggered junction,Give way or uncontrolled,Unclassified,1,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Wet or damp,None,None,Urban,Yes,
2005930000518,340750,730470,-2.963124,56.462685,Tayside,Slight,2,1,25/01/2005,Tuesday,20:30,Dundee City,Dundee City,A,92,Dual carriageway,30,T or staggered junction,Give way or uncontrolled,A,991,Control by other authorised person,Zebra,Darkness - lights lit,Fine no high winds,Wet or damp,None,None,Urban,Yes,
2005930000520,339950,732430,-2.976557,56.48019,Tayside,Slight,2,1,25/01/2005,Tuesday,16:00,Dundee City,Dundee City,C,209,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,1,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2005930000522,338740,731820,-2.996055,56.474554,Tayside,Slight,2,1,25/01/2005,Tuesday,20:10,Dundee City,Dundee City,C,222,Roundabout,30,Roundabout,Give way or uncontrolled,C,201,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,
2005930000523,341860,730820,-2.945191,56.465967,Tayside,Slight,1,1,27/01/2005,Thursday,03:15,Dundee City,Dundee City,A,92,Dual carriageway,40,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,
2005930000526,339500,730500,-2.983413,56.462795,Tayside,Slight,2,1,28/01/2005,Friday,09:30,Dundee City,Dundee City,A,923,Dual carriageway,30,Roundabout,Give way or uncontrolled,A,85,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2005930000531,340500,733500,-2.967873,56.489872,Tayside,Slight,2,1,29/01/2005,Saturday,12:45,Dundee City,Dundee City,Unclassified,0,Single carriageway,40,Private drive or entrance,Give way or uncontrolled,Unclassified,1,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Wet or damp,None,None,Urban,Yes,
2005930000533,340400,731890,-2.969128,56.475396,Tayside,Slight,1,1,29/01/2005,Saturday,16:50,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,
2005930000535,338390,731090,-3.001563,56.467951,Tayside,Serious,1,1,29/01/2005,Saturday,11:55,Dundee City,Dundee City,A,923,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2005930000536,333630,731990,-3.079036,56.475389,Tayside,Slight,1,1,31/01/2005,Monday,17:30,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Rural,Yes,
2005930000539,342580,732140,-2.933799,56.477913,Tayside,Slight,2,1,31/01/2005,Monday,14:30,Dundee City,Dundee City,C,200,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Wet or damp,None,None,Urban,Yes,
2005930000728,343080,731660,-2.925577,56.473662,Tayside,Slight,2,2,22/12/2005,Thursday,18:00,Dundee City,Dundee City,B,959,Roundabout,30,Roundabout,Give way or uncontrolled,A,90,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Raining no high winds,Wet or damp,None,None,Urban,Yes,
2005930000752,338550,732720,-2.999352,56.482614,Tayside,Serious,2,1,02/02/2005,Wednesday,16:50,Dundee City,Dundee City,A,90,Dual carriageway,50,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Wet or damp,None,None,Urban,Yes,
2005930000766,340040,732810,-2.975183,56.483615,Tayside,Slight,2,2,03/02/2005,Thursday,16:30,Dundee City,Dundee City,C,209,Single carriageway,30,Slip road,Give way or uncontrolled,A,90,Control by other authorised person,Central refuge,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2005930000769,345200,733000,-2.89145,56.485951,Tayside,Slight,3,1,04/02/2005,Friday,16:05,Dundee City,Dundee City,B,978,Dual carriageway,40,Private drive or entrance,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2005930000774,339100,730100,-2.98981,56.459151,Tayside,Slight,1,1,03/02/2005,Thursday,15:45,Dundee City,Dundee City,Unclassified,0,Dual carriageway,30,Crossroads,Auto traffic signal,C,253,Control by other authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2005930000808,340760,731850,-2.963276,56.475083,Tayside,Slight,3,2,05/02/2005,Saturday,19:50,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,Crossroads,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,
2005930000889,340260,730790,-2.971148,56.465498,Tayside,Serious,1,1,19/11/2005,Saturday,12:30,Dundee City,Dundee City,C,209,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2005930000910,336860,730610,-3.026276,56.463437,Tayside,Slight,1,1,15/02/2005,Tuesday,20:35,Dundee City,Dundee City,C,205,Roundabout,30,Roundabout,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,
2005930000915,340900,730800,-2.960765,56.465668,Tayside,Slight,2,1,16/02/2005,Wednesday,13:00,Dundee City,Dundee City,A,92,Dual carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,Control by other authorised person,Pedestrian phase at traffic signal junction,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2005930000935,338510,732610,-2.999975,56.481621,Tayside,Slight,2,1,17/02/2005,Thursday,22:15,Dundee City,Dundee City,C,244,Roundabout,30,Roundabout,Give way or uncontrolled,C,252,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,
2005930000943,338420,732750,-3.001469,56.482867,Tayside,Slight,2,1,17/02/2005,Thursday,10:40,Dundee City,Dundee City,C,202,Slip road,30,Slip road,Give way or uncontrolled,A,90,Control by other authorised person,Central refuge,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2005930000949,340630,730120,-2.964991,56.459526,Tayside,Slight,2,1,17/02/2005,Thursday,11:35,Dundee City,Dundee City,A,923,Roundabout,30,Roundabout,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Wet or damp,None,None,Urban,Yes,
2005930000956,341890,730990,-2.944742,56.467498,Tayside,Slight,3,1,19/02/2005,Saturday,19:00,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Wet or damp,None,None,Urban,Yes,
2005930000963,337390,731530,-3.017897,56.471772,Tayside,Serious,1,1,19/02/2005,Saturday,13:10,Dundee City,Dundee City,C,217,Single carriageway,30,T or staggered junction,Auto traffic signal,Unclassified,0,Control by other authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2005930001050,336280,733260,-3.036335,56.487163,Tayside,Slight,2,1,24/02/2005,Thursday,11:50,Dundee City,Dundee City,A,923,Single carriageway,50,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Wet or damp,None,None,Rural,Yes,
2005930001076,338410,732770,-3.001636,56.483045,Tayside,Slight,2,1,25/02/2005,Friday,16:30,Dundee City,Dundee City,C,202,Roundabout,30,Roundabout,Give way or uncontrolled,A,90,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2005930001115,335660,731100,-3.045868,56.467676,Tayside,Slight,1,1,16/02/2005,Wednesday,15:15,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,T or staggered junction,Give way or uncontrolled,C,231,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2005930001182,338860,729850,-2.993645,56.456874,Tayside,Slight,1,1,05/03/2005,Saturday,23:26,Dundee City,Dundee City,C,253,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,
2005930001207,341710,733310,-2.948183,56.488316,Tayside,Serious,1,1,07/03/2005,Monday,09:50,Dundee City,Dundee City,C,249,Dual carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2005930001228,339800,730330,-2.978506,56.461307,Tayside,Serious,1,1,08/03/2005,Tuesday,16:00,Dundee City,Dundee City,Unclassified,0,Dual carriageway,30,T or staggered junction,Auto traffic signal,C,204,Control by other authorised person,Pedestrian phase at traffic signal junction,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2005930001237,338520,730280,-2.999263,56.460692,Tayside,Slight,1,1,09/03/2005,Wednesday,09:40,Dundee City,Dundee City,C,240,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2005930001255,340490,730480,-2.967345,56.462742,Tayside,Serious,1,1,11/03/2005,Friday,15:14,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,Control by other authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2005930001258,343090,731720,-2.925428,56.474202,Tayside,Slight,2,1,11/03/2005,Friday,17:45,Dundee City,Dundee City,A,972,Roundabout,40,Roundabout,Give way or uncontrolled,B,961,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2005930001262,340750,730680,-2.963172,56.464571,Tayside,Slight,2,1,11/03/2005,Friday,16:00,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2005930001265,341990,732940,-2.943554,56.485027,Tayside,Slight,2,1,12/03/2005,Saturday,16:45,Dundee City,Dundee City,C,236,Dual carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2005930001272,339330,731610,-2.98643,56.472745,Tayside,Serious,2,2,12/03/2005,Saturday,18:00,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2005930001368,340150,731010,-2.972984,56.46746,Tayside,Slight,2,1,17/03/2005,Thursday,15:20,Dundee City,Dundee City,A,929,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2005930001370,340250,731610,-2.971498,56.472862,Tayside,Serious,2,1,17/03/2005,Thursday,08:35,Dundee City,Dundee City,A,929,Roundabout,30,Roundabout,Give way or uncontrolled,Unclassified,0,Control by other authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2005930001371,340390,730380,-2.968945,56.461831,Tayside,Slight,1,1,18/03/2005,Friday,11:25,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2005930001378,340630,730890,-2.965167,56.466443,Tayside,Slight,1,1,22/03/2005,Tuesday,16:45,Dundee City,Dundee City,A,929,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,Control by other authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2005930001385,344250,731780,-2.906613,56.47488,Tayside,Slight,4,1,23/03/2005,Wednesday,09:00,Dundee City,Dundee City,A,92,Single carriageway,40,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2005930001387,337980,731540,-3.008324,56.47194,Tayside,Slight,1,1,24/03/2005,Thursday,21:20,Dundee City,Dundee City,C,253,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,
2005930001464,343600,732500,-2.917319,56.481271,Tayside,Serious,1,1,01/04/2005,Friday,21:00,Dundee City,Dundee City,C,236,Single carriageway,30,Crossroads,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,
2005930001510,339640,732170,-2.981529,56.477815,Tayside,Slight,2,1,05/04/2005,Tuesday,19:30,Dundee City,Dundee City,C,244,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2005930001515,339610,730610,-2.981654,56.463798,Tayside,Slight,2,1,05/04/2005,Tuesday,14:40,Dundee City,Dundee City,A,923,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2005930001525,342050,732710,-2.942529,56.482969,Tayside,Slight,1,1,06/04/2005,Wednesday,18:15,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2005930001533,341010,734180,-2.959746,56.496044,Tayside,Serious,1,1,07/04/2005,Thursday,13:05,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2005930001535,337480,732640,-3.016703,56.481755,Tayside,Slight,3,1,23/02/2005,Wednesday,07:55,Dundee City,Dundee City,A,90,Dual carriageway,50,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,Control by other authorised person,Footbridge or subway,Daylight,Snowing no high winds,Snow,None,None,Urban,Yes,
2005930001566,341190,731630,-2.956247,56.47316,Tayside,Slight,2,1,10/04/2005,Sunday,00:55,Dundee City,Dundee City,A,929,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,Control by other authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,
2005930001588,342280,733470,-2.938963,56.489824,Tayside,Slight,2,1,14/02/2005,Monday,14:35,Dundee City,Dundee City,C,248,Roundabout,30,Roundabout,Give way or uncontrolled,C,249,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2005930001590,342880,732590,-2.929028,56.481992,Tayside,Slight,3,6,13/04/2005,Wednesday,12:05,Dundee City,Dundee City,C,236,Single carriageway,30,T or staggered junction,Auto traffic signal,Unclassified,0,Control by other authorised person,Zebra,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2005930001639,340480,730620,-2.967539,56.463998,Tayside,Slight,1,1,19/04/2005,Tuesday,09:15,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,T or staggered junction,Give way or uncontrolled,A,911,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2005930001643,345430,732300,-2.887569,56.47969,Tayside,Slight,2,1,19/04/2005,Tuesday,22:05,Dundee City,Dundee City,Unclassified,0,Roundabout,30,Roundabout,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Raining no high winds,Wet or damp,None,None,Rural,Yes,
