Accident_Index,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Local_Authority_(District),Local_Authority_(Highway),1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location
2005930001650,340380,730370,-2.969105,56.46174,Tayside,Slight,1,1,20/04/2005,Wednesday,10:20,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,Crossroads,Give way or uncontrolled,Unclassified,0,Control by other authorised person,Pedestrian phase at traffic signal junction,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2005930001660,342010,732290,-2.943085,56.479191,Tayside,Slight,2,1,21/04/2005,Thursday,08:10,Dundee City,Dundee City,C,211,Roundabout,30,Roundabout,Give way or uncontrolled,A,90,Control by other authorised person,Footbridge or subway,Daylight,Fine no high winds,Dry,None,None,Urban,No,
2005930001671,347030,732620,-2.86166,56.482747,Tayside,Slight,2,1,21/04/2005,Thursday,20:45,Dundee City,Dundee City,A,92,Single carriageway,40,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - no lighting,Fine no high winds,Dry,None,None,Urban,Yes,
2005930001672,339300,731620,-2.986919,56.47283,Tayside,Slight,1,1,22/04/2005,Friday,15:35,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2005930001685,335660,731540,-3.045976,56.471628,Tayside,Slight,1,1,22/04/2005,Friday,18:20,Dundee City,Dundee City,C,217,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2005930001693,340290,730470,-2.970588,56.462627,Tayside,Slight,1,1,23/04/2005,Saturday,00:45,Dundee City,Dundee City,C,204,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,
2005930001744,336760,732170,-3.028277,56.477436,Tayside,Slight,2,1,27/04/2005,Wednesday,10:30,Dundee City,Dundee City,C,253,Roundabout,30,Roundabout,Give way or uncontrolled,Unclassified,0,Control by other authorised person,Central refuge,Daylight,Raining no high winds,Wet or damp,None,None,Urban,Yes,
2005930001765,338110,733310,-3.006635,56.487856,Tayside,Slight,2,1,29/04/2005,Friday,23:35,Dundee City,Dundee City,C,202,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,Control by other authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,
2005930001779,336780,731380,-3.027761,56.470343,Tayside,Slight,1,1,01/04/2005,Friday,08:40,Dundee City,Dundee City,C,232,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2005930001784,342810,732120,-2.930061,56.477762,Tayside,Slight,1,1,30/04/2005,Saturday,18:35,Dundee City,Dundee City,C,200,Single carriageway,30,Private drive or entrance,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2005930001798,343360,731730,-2.921048,56.474325,Tayside,Slight,2,1,01/05/2005,Sunday,10:30,Dundee City,Dundee City,A,92,Single carriageway,40,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Raining no high winds,Wet or damp,None,None,Urban,No,
2005930001813,343170,731700,-2.924125,56.474032,Tayside,Slight,2,1,04/05/2005,Wednesday,16:00,Dundee City,Dundee City,B,959,Roundabout,40,Roundabout,Give way or uncontrolled,A,972,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2005930001834,346430,730950,-2.871058,56.467678,Tayside,Slight,2,1,05/05/2005,Thursday,16:35,Dundee City,Dundee City,A,930,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2005930001862,336840,731350,-3.02678,56.470081,Tayside,Slight,1,1,07/05/2005,Saturday,13:10,Dundee City,Dundee City,C,231,Single carriageway,30,T or staggered junction,Give way or uncontrolled,C,232,Control by other authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2005930001890,340210,733700,-2.972628,56.491631,Tayside,Slight,2,1,11/05/2005,Wednesday,18:30,Dundee City,Dundee City,Unclassified,0,Roundabout,40,Roundabout,Give way or uncontrolled,C,209,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2005930001922,346440,732400,-2.871194,56.480704,Tayside,Slight,3,1,13/05/2005,Friday,16:10,Dundee City,Dundee City,A,92,Single carriageway,40,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Rural,Yes,
2005930001929,336060,731200,-3.039401,56.468629,Tayside,Slight,1,1,04/05/2005,Wednesday,09:00,Dundee City,Dundee City,C,231,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,C,246,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2005930001981,340240,730670,-2.971445,56.464417,Tayside,Slight,2,1,19/05/2005,Thursday,23:10,Dundee City,Dundee City,A,929,Single carriageway,30,T or staggered junction,Auto traffic signal,C,204,Control by other authorised person,Pedestrian phase at traffic signal junction,Daylight,Fine no high winds,Wet or damp,None,None,Urban,Yes,
2005930002004,345820,731440,-2.881059,56.47201,Tayside,Slight,2,2,20/05/2005,Friday,19:15,Dundee City,Dundee City,B,978,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Wet or damp,None,None,Urban,Yes,
2005930002035,342280,733470,-2.938963,56.489824,Tayside,Slight,2,1,23/05/2005,Monday,07:30,Dundee City,Dundee City,C,249,Roundabout,30,Roundabout,Give way or uncontrolled,C,248,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Raining no high winds,Wet or damp,None,None,Urban,Yes,
2005930002046,339720,730220,-2.979779,56.460308,Tayside,Slight,2,1,23/05/2005,Monday,17:45,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2005930002057,338900,732380,-2.99359,56.479606,Tayside,Slight,3,2,25/05/2005,Wednesday,13:45,Dundee City,Dundee City,C,244,Single carriageway,30,T or staggered junction,Give way or uncontrolled,C,201,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Wet or damp,None,None,Urban,Yes,
2005930002062,340080,731120,-2.974145,56.468439,Tayside,Slight,2,1,25/05/2005,Wednesday,18:40,Dundee City,Dundee City,C,209,Single carriageway,30,T or staggered junction,Auto traffic signal,C,245,Control by other authorised person,Pedestrian phase at traffic signal junction,Daylight,Raining no high winds,Wet or damp,None,None,Urban,Yes,
2005930002094,342470,732340,-2.935628,56.479696,Tayside,Serious,2,1,01/01/2005,Saturday,07:15,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Wet or damp,None,None,Urban,Yes,
2005930002099,340040,732760,-2.975172,56.483166,Tayside,Slight,2,1,27/05/2005,Friday,10:50,Dundee City,Dundee City,C,209,Roundabout,30,Roundabout,Give way or uncontrolled,A,90,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2005930002172,340060,729990,-2.974209,56.458286,Tayside,Slight,1,2,31/05/2005,Tuesday,17:55,Dundee City,Dundee City,C,253,Single carriageway,30,Crossroads,Auto traffic signal,Unclassified,0,Control by other authorised person,Pedestrian phase at traffic signal junction,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2005930002187,341030,732100,-2.95895,56.477362,Tayside,Serious,2,3,31/05/2005,Tuesday,15:50,Dundee City,Dundee City,C,244,Single carriageway,30,Crossroads,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2005930002211,341050,731460,-2.95848,56.471616,Tayside,Serious,1,1,02/06/2005,Thursday,15:25,Dundee City,Dundee City,C,211,Single carriageway,30,Crossroads,Give way or uncontrolled,Unclassified,0,Control by other authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2005930002214,340300,730730,-2.970485,56.464964,Tayside,Slight,1,1,03/06/2005,Friday,13:10,Dundee City,Dundee City,A,929,Single carriageway,30,T or staggered junction,Give way or uncontrolled,C,209,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2005930002233,341230,730660,-2.955378,56.464452,Tayside,Slight,2,4,04/06/2005,Saturday,17:30,Dundee City,Dundee City,A,92,Dual carriageway,40,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,Control by other authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Daylight,Raining no high winds,Wet or damp,None,None,Urban,Yes,
2005930002269,340550,730530,-2.966383,56.463199,Tayside,Slight,1,1,08/06/2005,Wednesday,15:15,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,Control by other authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2005930002270,340060,729980,-2.974207,56.458196,Tayside,Slight,1,1,08/06/2005,Wednesday,11:55,Dundee City,Dundee City,C,253,Single carriageway,30,T or staggered junction,Auto traffic signal,Unclassified,0,Control by other authorised person,Pedestrian phase at traffic signal junction,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2005930002295,346200,732010,-2.875009,56.477173,Tayside,Serious,3,1,21/02/2005,Monday,20:30,Dundee City,Dundee City,C,235,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Snowing no high winds,Frost or ice,None,None,Urban,Yes,
2005930002314,343070,731680,-2.925744,56.473841,Tayside,Slight,2,1,12/06/2005,Sunday,15:10,Dundee City,Dundee City,B,959,Roundabout,30,Roundabout,Give way or uncontrolled,A,90,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2005930002343,335200,730610,-3.05321,56.463211,Tayside,Slight,2,1,14/06/2005,Tuesday,15:40,Dundee City,Dundee City,Unclassified,0,Roundabout,30,Roundabout,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2005930002345,340030,729560,-2.974597,56.454419,Tayside,Slight,1,1,14/06/2005,Tuesday,20:00,Dundee City,Dundee City,A,85,Dual carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Raining no high winds,Wet or damp,None,None,Urban,Yes,
2005930002395,335830,730850,-3.043047,56.465453,Tayside,Slight,2,1,08/06/2005,Wednesday,14:30,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2005930002417,345470,731690,-2.886792,56.474215,Tayside,Slight,2,1,20/06/2005,Monday,09:50,Dundee City,Dundee City,B,978,Single carriageway,30,Crossroads,Give way or uncontrolled,A,929,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2005930002440,338470,730280,-3.000074,56.460686,Tayside,Slight,2,1,22/06/2005,Wednesday,08:50,Dundee City,Dundee City,C,240,Single carriageway,30,Crossroads,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2005930002448,340070,730380,-2.974137,56.46179,Tayside,Slight,1,1,23/06/2005,Thursday,02:50,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,Crossroads,Auto traffic signal,C,204,None within 50 metres ,Pedestrian phase at traffic signal junction,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,
2005930002505,339630,733680,-2.982041,56.491378,Tayside,Slight,2,1,29/06/2005,Wednesday,15:25,Dundee City,Dundee City,C,236,Dual carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2005930002506,338940,733260,-2.993147,56.487516,Tayside,Slight,1,1,29/06/2005,Wednesday,15:20,Dundee City,Dundee City,B,960,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2005930002510,346010,732000,-2.878091,56.477062,Tayside,Slight,2,1,30/06/2005,Thursday,12:35,Dundee City,Dundee City,C,235,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Data missing or out of range,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Wet or damp,None,None,Urban,Yes,
2005930002558,340160,730460,-2.972695,56.46252,Tayside,Serious,1,1,04/07/2005,Monday,09:45,Dundee City,Dundee City,Unclassified,0,Single carriageway,30,Private drive or entrance,Give way or uncontrolled,Unclassified,0,None within 50 metres ,Pedestrian phase at traffic signal junction,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2005930002563,347650,732760,-2.851623,56.484074,Tayside,Serious,2,1,03/07/2005,Sunday,17:40,Dundee City,Dundee City,Unclassified,0,Roundabout,30,Roundabout,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
2005930002620,339460,731870,-2.984381,56.475097,Tayside,Slight,3,1,09/07/2005,Saturday,19:15,Dundee City,Dundee City,C,222,Single carriageway,30,T or staggered junction,Give way or uncontrolled,Unclassified,0,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,
